tipo	fabricante	modelo	portas/capacidade	autonomia	ano	placa	renavam	chassi	reservado
van	Fiat	Ducato	13	11.26	2015	PST-1102	33879172233	9BD1V2VAR70L3OAHY	False
van	Fiat	Ducato	13	13.35	2016	PYV-5533	23679109988	9BDKR9I32DOKEFX5K	False
carro	Toyota	Corolla	4	17.72	2015	PXP-1801	29713484314	9BRS3JL42VEFU7T5Q	False
carro	Ford	Ka+	4	12.99	2017	PBI-5134	58744524958	9BFLOFK65M09LIQBH	False
van	Mercedes-Benz	Sprinter	16	11.14	2016	PWH-9478	18966919737	9BMHGP5XOMJAJK1BM	False
carro	Ford	Ka+	4	10.6	2014	PSV-1708	65366755612	9BF8AJNUTLRXVJPC7	False
carro	Chevrolet	Prisma	4	8.67	2015	PAY-6415	73142380203	9BGWKFDOIIORF4WM9	False
van	Fiat	Ducato	13	14.02	2015	OYY-1469	67162726694	9BDFI84RHASC01EX2	False
van	Mercedes-Benz	Sprinter	13	8.09	2016	PAG-3069	62014014173	9BMP0IR0ANOSK1S5V	False
ute	Fiat	Ducato	1800	12.51	2016	PRW-1173	03269205747	9BDSHMGTPHJ7AH0VM	False
carro	Toyota	Corolla	4	10.66	2016	OZG-7537	74131095464	9BR4701SZ9RU77INL	False
van	Mercedes-Benz	Sprinter	14	13.21	2017	PUY-3988	04740706122	9BM50MGPWYEQ9K9UM	False
van	Fiat	Ducato	15	8.54	2015	PKF-3310	12009131239	9BD0TKIGP2EE5PFCX	False
carro	Toyota	Corolla	2	13.13	2017	PZI-3354	07731414667	9BR1R4TX6EQHX0VC4	False
carro	Toyota	Corolla	4	8.76	2014	POS-5917	04118013456	9BRAYZ3N7RP34Z1OF	False
carro	Volkswagen	Gol	4	8.69	2017	PQF-7638	28354739579	9BWH9B40Y5CSJTNLH	False
carro	Fiat	Uno	4	12.21	2017	PWD-9247	90323646256	9BDY64J56LWRSUI53	False
carro	Toyota	Corolla	2	9.76	2016	POP-2037	76596222656	9BRGGKGK76U38UZR4	True
van	Mercedes-Benz	Sprinter	18	13.0	2016	ODA-7114	40905341845	9BM72YC05TOZPD5JH	False
carro	Toyota	Corolla	2	7.65	2015	PWI-8484	31394568804	9BRS0OTLZZK00CB1Z	False
van	Mercedes-Benz	Sprinter	16	10.99	2015	PEK-7177	84878569226	9BM8VQ57YYUAW8CET	False
ute	Fiat	Ducato	1800	13.56	2016	PVK-2408	01758189366	9BD3E8PN3PTOL4SJ4	False
ute	Fiat	Ducato	1800	8.29	2016	OWQ-0031	60897297583	9BDOS2YN108EAUMFU	False
van	Fiat	Ducato	12	11.09	2017	PNT-4033	32097454748	9BDO5IL57J0YIE700	False
ute	Fiat	Ducato	1800	10.12	2015	POK-8724	09830157060	9BDUPQ9S0Y7F5OV7W	False
van	Mercedes-Benz	Sprinter	8	9.72	2017	PQA-2298	33813496679	9BMXKKLTMRP1N4YGS	False
carro	Honda	Civic	2	11.45	2017	PTR-3692	26367092311	93H6HHHE46B84W57F	False
carro	Fiat	Uno	4	9.85	2017	PJG-9423	81130393398	9BDWSPPYR0ZV3ZTDK	False
van	Fiat	Ducato	13	10.98	2017	OLB-8121	39886724399	9BDZQMHC00B387V7F	False
van	Fiat	Ducato	8	9.21	2016	OSW-3532	21889782730	9BD0L2PGYGZ4IY1YT	False
van	Mercedes-Benz	Sprinter	17	10.61	2016	PHM-8522	66963467814	9BMXQKDRE9YON625T	False
van	Mercedes-Benz	Sprinter	16	15.22	2017	PKP-8630	28130571720	9BME4W5IQQ9RDE4YK	False
carro	Fiat	Uno	4	11.41	2017	PEQ-1856	21232781411	9BD87QZQ9PJUHTT30	False
carro	Fiat	Uno	4	11.59	2017	PBT-0288	55196410979	9BDBJ7G7HAIKPTP0N	False
carro	Toyota	Corolla	4	12.52	2016	PJJ-7488	04373093918	9BR7AHZL8B3FLGG6Z	False
ute	Fiat	Ducato	1800	13.23	2017	PSO-0454	12319469539	9BD014Y674B5P0SDY	True
carro	Renault	Sandero	2	12.8	2014	PKE-4570	06527328171	93YABOG3LII8N9NHK	False
carro	Volkswagen	Gol	4	10.88	2017	ONF-1941	05838162485	9BWZ34EFLEH0EIVJI	False
carro	Volkswagen	Gol	2	14.59	2016	PLV-6186	33356187633	9BWTFMA5K23BK9EZ2	False
carro	Chevrolet	Onix	4	8.27	2016	POQ-4807	99565324363	9BGCDMUCO5TY9T8Z1	True
van	Mercedes-Benz	Sprinter	15	9.52	2014	PIT-9338	87928125809	9BM5IJSSMAIKDI9UP	False
carro	Fiat	Uno	4	14.62	2015	PIG-7559	76486470789	9BDNK4WRBKW1CNA1A	True
carro	Ford	Ka	4	10.33	2015	PIQ-2836	31613485257	9BF34MXLLQB57Z7R1	False
van	Mercedes-Benz	Sprinter	15	11.18	2014	PBQ-0110	05607465117	9BM3G888UMGN6IPZQ	False
van	Mercedes-Benz	Sprinter	14	9.44	2015	PFW-0598	50979184555	9BM2Y351US8IRFLVK	False
carro	Fiat	Uno	4	17.33	2017	PIZ-0594	98169372218	9BDAICZD2CO067ZVF	False
carro	Fiat	Uno	4	13.8	2017	PDG-1315	50900038335	9BDOMNDQ122K5EIUS	True
carro	Chevrolet	Prisma	4	10.89	2016	PSX-2235	28535673689	9BGFG6XS7UOK6RL0J	False
van	Mercedes-Benz	Sprinter	14	8.59	2017	PSU-0637	47164809959	9BMBZMOSX01JX1BKJ	True
carro	Honda	Civic	4	5.88	2017	PBD-8486	93733152798	93H316AC139Z4AMCJ	False
carro	Renault	Logan	4	7.99	2016	PLT-1684	37087041908	93YYEFG892MWF2OC7	False
carro	Honda	Civic	4	12.02	2014	PMO-4008	39989214628	93HEXDLKCU7FS3LLL	False
carro	Chevrolet	Prisma	4	7.63	2015	PYD-0277	03931947840	9BG2BEWDEE1P5EG1L	False
carro	Fiat	Uno	2	12.27	2017	PNQ-2473	65658507861	9BD48TL7SYSIPUBF8	False
carro	Renault	Logan	4	11.48	2016	PDC-2178	79144638497	93YAST97VB3WN8ZCY	False
carro	Chevrolet	Prisma	4	9.81	2016	PDZ-6204	82541169224	9BGYEA348GR6UX0SE	True
ute	Fiat	Ducato	1800	9.77	2014	PUU-9210	84902625872	9BDWG834AB5VCK4P4	False
carro	Toyota	Corolla	2	9.35	2016	PCS-6889	24146532533	9BRTAB2MOWJUF7A97	False
carro	Renault	Sandero	4	9.02	2014	PFJ-3968	16963946127	93YW47J4NF53G3DLO	False
ute	Mercedes-Benz	Sprinter	1800	10.99	2015	OXU-9591	77789965913	9BMWOQI3P5I1VDW20	False
ute	Fiat	Ducato	1800	8.51	2017	PJG-5024	19366512464	9BD3G8TXY4QBLUWFU	False
carro	Ford	Ka	4	8.04	2016	OQB-6162	28864176151	9BF931ZGXHZ0S1G4L	True
carro	Renault	Logan	4	9.05	2017	OEN-4154	33704690693	93YNYQMOTPJUGX54N	False
van	Fiat	Ducato	12	13.08	2017	PFO-9995	63184113274	9BDFHWBZVY383G9B9	False
van	Fiat	Ducato	14	9.31	2017	OXZ-1085	79453576683	9BDR4Q55GGCRWWFHE	False
van	Mercedes-Benz	Sprinter	12	11.79	2017	PCZ-4251	66517071470	9BMTFD52AER84L6F4	True
carro	Ford	Ka	4	12.28	2017	PRV-4903	15783857680	9BF4DF1OP3OC8IR8I	True
van	Mercedes-Benz	Sprinter	16	12.1	2016	PKX-6804	11816029356	9BM33FNNEVZMJ6E03	False
carro	Chevrolet	Onix	2	12.04	2017	PVC-8171	70121507316	9BGBJSWTICS67OJJW	False
carro	Renault	Sandero	2	10.48	2017	PGS-3434	50701402805	93YX10PEBI498G68R	False
van	Mercedes-Benz	Sprinter	7	9.17	2017	PKQ-8972	48235451941	9BMMDH65QQ5WAJS0K	False
carro	Toyota	Corolla	4	11.91	2016	PUI-8766	29272748717	9BRWB1022T883Z3WS	False
carro	Volkswagen	Gol	4	8.98	2015	OIS-4648	82082945796	9BW8R0ZA4HNRDJR7V	True
carro	Honda	Civic	2	13.42	2015	PLF-7161	45937989027	93H59DCV5ANZGK4H1	False
van	Fiat	Ducato	13	9.35	2016	OFQ-1296	65373042842	9BDNU3YNO0281HA7H	False
van	Fiat	Ducato	12	13.7	2017	PRR-5662	53122958197	9BD17GX8BZG122GTX	False
carro	Ford	Ka+	4	13.41	2016	PGP-5929	95359864238	9BFWGLKOF78X4R2ZO	False
carro	Ford	Ka+	4	9.85	2016	OJU-2682	98384700043	9BFRGLWODCRZQ1LUD	True
carro	Toyota	Corolla	4	16.07	2014	PHZ-2246	99226688125	9BRI0Q20BAEEF3JMU	False
carro	Renault	Logan	2	14.96	2017	PWE-2462	31230504334	93YREUI19ODFVDEQB	False
carro	Ford	Ka	4	8.85	2015	ONE-0376	59585680589	9BFE5Y1A4M356MT4B	False
van	Fiat	Ducato	10	9.05	2017	PFB-6136	03366553428	9BDQN87I88OTYN2LQ	False
carro	Renault	Logan	2	5.58	2016	OPB-2593	20236111101	93YWJKH8C0V8KDHHL	False
van	Fiat	Ducato	19	9.63	2014	OER-8491	08755591496	9BDGFHOGDK3UTXHNL	False
carro	Ford	Ka+	4	8.62	2017	PRL-1652	61153501241	9BF7XZJAQGX7JQU6J	True
carro	Chevrolet	Onix	4	13.77	2015	PJQ-1650	34668274096	9BGYPYS1PRAP7Y2IL	False
ute	Fiat	Ducato	1800	7.97	2015	OQD-0251	22695365416	9BDSP2FVLANI7BV54	False
ute	Fiat	Ducato	1800	9.05	2015	ODQ-8484	26256647666	9BDVYOZUK38C7PKJ8	False
carro	Renault	Logan	4	10.33	2014	PHZ-3721	39400900987	93YKASR6D3HE7QAVL	False
ute	Mercedes-Benz	Sprinter	1800	9.82	2017	PNQ-0182	40090063410	9BM1BBLRS5D2X2ZQ2	False
carro	Chevrolet	Prisma	4	9.73	2014	PIV-3494	13879062232	9BGEMDK47KY5CDNQD	False
carro	Volkswagen	Gol	4	12.01	2015	PIA-4822	55364152773	9BW049X5EPPYXT210	False
carro	Toyota	Corolla	4	8.49	2017	PFX-7161	89974034047	9BRZ0ZY8UGT4PYQSH	False
van	Fiat	Ducato	15	8.98	2014	OVE-1609	78611839115	9BD476SA70LEPP2SZ	True
van	Mercedes-Benz	Sprinter	9	12.36	2017	PYZ-1529	05449031972	9BMJNOARSXPCPUC72	False
carro	Ford	Ka+	4	10.47	2017	PYE-9199	00789436523	9BFQERHGW9SFSUEZ6	True
carro	Toyota	Corolla	4	14.0	2017	OVB-5351	02619960711	9BRVTF0ZP7NGANTAA	True
van	Mercedes-Benz	Sprinter	12	9.6	2016	OKM-1205	87820463102	9BMDP6DM147XPHF92	False
van	Fiat	Ducato	12	10.78	2016	PSR-9058	88035867114	9BDC4SA16FN7T7ZOX	False
carro	Fiat	Uno	4	10.82	2017	PVY-7118	67618568450	9BDZ8KX0FI595058F	False
carro	Volkswagen	Gol	4	13.51	2016	OFH-7204	32711343166	9BW788Z1J2SEAXX8J	False
van	Mercedes-Benz	Sprinter	12	11.31	2014	PNH-1961	52008320244	9BMP7PLIR0BRGCZA8	False
carro	Honda	Civic	4	11.99	2017	PBG-6082	82675585447	93H575QP8VQ498GPP	False
carro	Fiat	Uno	4	10.21	2017	PYA-3519	69549059073	9BDODANIOF5Z7TGP7	False
carro	Volkswagen	Gol	4	9.46	2014	OEC-1580	68650297818	9BW8GLX6YM1WFLXO7	False
van	Mercedes-Benz	Sprinter	7	12.53	2014	POX-5619	87892485632	9BM5H79G7BNEOC64G	False
carro	Honda	Civic	4	12.57	2015	PXR-0042	48395561132	93H3EPEO3G66FF2QT	False
carro	Ford	Ka+	4	6.44	2017	OLV-8632	10191911686	9BFZ8KH7VBOXAKEO5	False
carro	Renault	Sandero	4	13.12	2015	PWJ-9828	21926782540	93Y7LRHA2CANQ0OJX	False
van	Mercedes-Benz	Sprinter	16	10.02	2016	OPW-0658	53645049466	9BML47S200ISS58XT	False
van	Mercedes-Benz	Sprinter	12	16.97	2016	ODS-2392	65203172265	9BM4U2MUWS4CQPAGI	False
carro	Volkswagen	Gol	2	10.11	2016	PZM-0989	20480732192	9BW0LP526TQUWI09X	False
van	Mercedes-Benz	Sprinter	13	13.46	2017	PXH-1287	84412368191	9BMHY1JCHSGBYGYRI	False
carro	Honda	Civic	4	14.53	2017	OES-5320	32515829508	93HGKXDJN0689NFTF	False
carro	Toyota	Corolla	4	11.53	2016	PWY-5823	68750119774	9BRXXEZ70PRWJ8A1I	False
van	Fiat	Ducato	10	15.3	2016	PPN-5411	44719249500	9BDVNG9OXJKQCHNJJ	False
van	Mercedes-Benz	Sprinter	12	7.49	2016	OJD-6816	42314248060	9BMZLJAZJ3HZHDCO1	False
carro	Chevrolet	Spin	4	10.5	2014	PSU-6723	45537767749	9BGOCRXZYGAYHW60A	False
carro	Toyota	Corolla	4	14.19	2016	PLU-5052	75618448598	9BRF4MKQYTCSAIAWI	False
van	Mercedes-Benz	Sprinter	13	13.0	2015	PYD-6261	37938454807	9BMNKQ0GM5P7GWTR2	False
van	Mercedes-Benz	Sprinter	9	12.36	2017	PVO-3599	77068861258	9BM9VQNU31IBGJ0T4	False
van	Mercedes-Benz	Sprinter	12	10.64	2017	PIM-5371	76577710189	9BMOPQ7NP67S6K2NU	False
van	Mercedes-Benz	Sprinter	9	12.24	2015	PIO-7919	72177055074	9BMK6O636C0NG4GDD	False
ute	Fiat	Ducato	1800	12.43	2017	PEJ-7835	00544661015	9BDOSIXI24YCE5L3R	False
carro	Fiat	Uno	2	15.24	2017	OEK-4895	53685492412	9BDNAV9D91VO19NGY	False
ute	Mercedes-Benz	Sprinter	1800	9.21	2017	OHU-7259	29216596485	9BM2PI96YSKWJ084B	False
carro	Toyota	Corolla	4	10.17	2017	PJZ-0050	30255303978	9BRZXRNA3IQKREI38	False
van	Mercedes-Benz	Sprinter	14	10.22	2014	OCO-8710	09545888050	9BMSIXWLG6KMFEH4H	False
van	Mercedes-Benz	Sprinter	10	9.46	2014	PST-3052	34359234239	9BMYD7G0RA13GKKOY	False
carro	Chevrolet	Onix	4	11.72	2015	OEC-1196	10619844625	9BG3005WHYY43K2QM	False
van	Mercedes-Benz	Sprinter	14	10.43	2017	OSB-4997	20530216396	9BM6H09XQ6192SN7A	False
ute	Mercedes-Benz	Sprinter	1800	12.92	2017	PIL-9671	37263726795	9BM7HE08I4B1PBOYA	False
van	Fiat	Ducato	9	14.1	2014	PCO-3009	65061612056	9BDVKY3C3IYBIU8G6	False
ute	Mercedes-Benz	Sprinter	1800	8.8	2017	PUX-5346	57843168713	9BMQY8APJ8OMAWOCJ	False
carro	Chevrolet	Onix	4	12.79	2017	PGP-4023	45318508183	9BGGPJS7UPWRKESTG	True
carro	Ford	Ka+	4	14.01	2017	PXT-7374	42641841537	9BFT980OEH0T5Q4RC	False
ute	Mercedes-Benz	Sprinter	1800	7.87	2017	PPJ-1830	51516592123	9BM0HWXLCXCKA3XJZ	False
carro	Honda	Civic	4	9.99	2017	PIJ-0586	94222888835	93H3PL2UEO1HD01UD	False
van	Fiat	Ducato	10	15.41	2017	PZA-2548	17363602373	9BDUAKQVM0YBOMRK7	False
carro	Volkswagen	Gol	2	11.15	2015	PIK-8926	48206397620	9BW3WNOGJM6G2FOZ0	False
carro	Fiat	Uno	4	10.41	2017	PXL-7471	74033611826	9BD8J2QQ26O9G1JBH	False
carro	Toyota	Corolla	4	13.62	2014	PSN-4474	89633284182	9BRNO5EDY7P7UUBMS	False
van	Mercedes-Benz	Sprinter	16	11.95	2015	PWZ-3965	12930973951	9BMPFDG8OL1YYJYJ8	False
carro	Volkswagen	Gol	2	9.9	2015	OTW-6750	83537166338	9BW7XAM40H20FJFF6	False
carro	Toyota	Corolla	4	11.43	2016	PRG-1436	79289741844	9BR4PTN7EI3F066C1	False
van	Fiat	Ducato	12	13.42	2017	PXO-9078	54701223345	9BDM5E7BGSGCOHAGU	False
van	Fiat	Ducato	10	9.63	2017	OEG-0669	53834985249	9BDQUU6263YS66PSY	False
carro	Renault	Sandero	4	10.09	2016	ODI-0046	58416884901	93YMINCKBR2MQ79HX	False
van	Fiat	Ducato	16	12.04	2017	OUO-1494	13883983087	9BDVRBQCM5U0LBV8O	False
carro	Volkswagen	Gol	4	8.73	2015	PQD-2057	31905111550	9BWWNJX3TEK3M0S99	False
carro	Chevrolet	Spin	4	10.08	2015	PGH-0410	66640722397	9BGJZU59MR2SAPAEJ	False
carro	Ford	Ka	4	12.5	2017	OII-6370	44333458188	9BFMK979KT814ZG66	False
van	Fiat	Ducato	15	15.8	2014	PXO-7835	41390043112	9BDPVKFM0EHO7DBQF	False
carro	Chevrolet	Prisma	4	12.36	2016	PNR-5108	80030705533	9BGBGYCUK3YNF3P7O	False
carro	Chevrolet	Spin	2	14.0	2017	PMH-8662	34481564601	9BGLSH53H9GHIN0YG	False
van	Fiat	Ducato	9	6.9	2016	PZH-8063	31935125848	9BDP6RDI45CBZ9YGW	False
carro	Volkswagen	Gol	2	13.25	2015	PRB-0309	16808614610	9BWUAYRAG7VXF6EGJ	False
van	Mercedes-Benz	Sprinter	13	8.58	2017	OBR-2523	25972519197	9BMUIR9MJFPROWH8J	False
van	Fiat	Ducato	14	10.71	2015	ORH-4646	93942916291	9BDBIU24YYFBDXPQJ	False
carro	Fiat	Uno	4	10.69	2015	PSD-1241	11993300649	9BD3HCPPPU6JVHBOU	False
van	Mercedes-Benz	Sprinter	11	10.2	2017	PZT-1134	62434569469	9BMXMSJ3D2WT9JEAH	False
van	Mercedes-Benz	Sprinter	14	14.46	2016	PQT-2811	17288467666	9BMH7GT9NQQCU1E47	False
carro	Fiat	Uno	4	11.59	2015	POT-8469	96147388241	9BDOARH19IYSE9O37	False
ute	Mercedes-Benz	Sprinter	1800	7.64	2014	PVJ-4569	61801639916	9BMD5S7R6B53MR1X3	False
van	Mercedes-Benz	Sprinter	9	12.25	2014	PUK-8303	46382604823	9BM2CPZQEUJMH6XZI	False
van	Mercedes-Benz	Sprinter	12	8.31	2017	PXN-1469	30657314608	9BMRFVG072TO9KETJ	True
carro	Chevrolet	Spin	4	11.71	2014	OMD-3873	67664084383	9BG0U6NUDAWIKUKLQ	False
van	Fiat	Ducato	21	5.57	2016	OGC-0639	93190872795	9BD5RFNT8FK511AEL	False
van	Mercedes-Benz	Sprinter	13	9.82	2017	OMO-8994	80916872857	9BM201B52PFWE1NEO	False
ute	Fiat	Ducato	1800	9.18	2017	PYC-2098	24317169323	9BD8Y1FZHLUHXXA3P	False
carro	Renault	Logan	4	9.72	2016	OOE-7512	36294319101	93YU3Z5NGILQQXPJE	False
carro	Honda	Civic	4	11.98	2017	OLN-9634	65377318466	93HQJ7VJ9U2JRVQG4	False
van	Mercedes-Benz	Sprinter	14	8.57	2014	PNP-8928	08519403970	9BM8PTXMM1V8YUK8Z	False
ute	Mercedes-Benz	Sprinter	1800	9.31	2016	PDR-3620	39405454577	9BMF42OQA0WES239B	False
carro	Toyota	Corolla	4	13.21	2017	PFB-3882	31817594249	9BR8LFRU3WVX5VGT8	False
carro	Chevrolet	Onix	4	13.84	2015	PPY-0337	21784899539	9BGT6WKL3KW5T9MDP	False
carro	Fiat	Uno	4	8.93	2017	PHM-8232	47566102503	9BD579IXMNYVNS4OS	False
carro	Honda	Civic	4	8.33	2016	PAP-2631	71429659530	93H0A46WUTJEUTV5O	False
carro	Honda	Civic	4	7.05	2017	PNG-7834	65581132384	93HZ4ISWVPOAAIIB4	False
carro	Fiat	Uno	2	9.16	2017	PAK-3267	04993820192	9BDOUATMDVFM3PYEN	False
carro	Ford	Ka+	4	6.69	2015	PDR-5521	77727285983	9BFL4ZD8X9STVJCJ9	False
ute	Fiat	Ducato	1800	7.51	2015	PRW-8779	66953787753	9BDRJNPJDWKMWT8AY	False
van	Mercedes-Benz	Sprinter	10	7.21	2017	PAJ-1174	71583801868	9BMZE23VQ4SZNNP5U	False
van	Mercedes-Benz	Sprinter	8	2.28	2017	PKL-4717	79069187119	9BMFLES5C11QHUIZ7	False
carro	Volkswagen	Gol	4	12.45	2017	ONF-1652	89158696399	9BWT904XJ2LS7ENQ2	False
van	Fiat	Ducato	12	10.99	2017	POS-1641	21387493987	9BDCS9DJL5SWBBXKP	False
carro	Fiat	Uno	4	11.87	2017	PHJ-4468	48849928770	9BDPWAX9CO346L1BB	False
carro	Toyota	Corolla	4	8.48	2017	OUY-9261	06343968550	9BR2ZMXR626KIFTNN	False
van	Fiat	Ducato	17	11.53	2014	ORC-0446	53814434836	9BDE0AD66U3N2K45A	False
carro	Toyota	Corolla	4	12.5	2017	PBJ-4328	30754251775	9BRTEEVLFVR3EKE56	False
van	Fiat	Ducato	9	12.35	2017	PGK-4830	20143873544	9BDN3X27N4MDZLHC7	False
carro	Ford	Ka	2	9.25	2017	PBG-6937	08799088833	9BF384LBD1TPP6LH0	False
van	Fiat	Ducato	13	11.3	2017	PTD-0688	49340481020	9BDQYQBBIFS5LRN4B	False
carro	Volkswagen	Gol	4	16.49	2017	POR-4398	59261044478	9BWPCF38CBLAA6WGL	False
carro	Volkswagen	Gol	2	9.52	2017	PKM-0898	91596028955	9BW8CNXMTFFPHM124	False
van	Mercedes-Benz	Sprinter	10	10.02	2017	PXH-5365	00313165574	9BMF5YGVV8VNBXKQ9	True
carro	Renault	Sandero	4	11.65	2015	PVZ-5223	98150593384	93YFLD1AZNUSPHWJD	True
van	Fiat	Ducato	13	12.45	2015	OUE-8144	16100003470	9BDGX5C6V9L2N0NK4	False
carro	Honda	Civic	4	8.03	2017	PCA-9783	11147790353	93HYJMQ5K1G1PGCA7	False
ute	Fiat	Ducato	1800	10.3	2017	PKC-7461	44294586984	9BD5RP5LYRN9IU66O	False
carro	Ford	Ka	4	14.43	2015	PUU-0570	01549529957	9BFZ7Y9XHYD7L0HQG	False
carro	Renault	Logan	4	8.48	2015	PTI-6748	44941741262	93Y3W0Q5Y5EAB5YY8	True
van	Mercedes-Benz	Sprinter	13	13.23	2016	PUE-5754	42442394728	9BMOSVQNHOUXTQREC	False
ute	Fiat	Ducato	1800	5.52	2017	PHW-0802	51395224295	9BDZ0PJYO9L5AWQNA	False
carro	Volkswagen	Gol	4	14.43	2016	PAD-8134	68298095970	9BWZYY6ACXI8OZE0X	False
van	Fiat	Ducato	16	14.39	2014	PVV-2524	37583036906	9BDVFHVQ6YQDHSEGG	False
van	Mercedes-Benz	Sprinter	5	11.31	2014	OUZ-2426	59486518334	9BMNC6WEQ5ME51SB4	False
van	Mercedes-Benz	Sprinter	11	11.55	2017	ODP-4028	02889932583	9BMMRR27B28FVMGRG	False
carro	Honda	Civic	4	13.61	2015	PHI-0314	18554557960	93HHAR7BBC3ZWZETA	False
carro	Volkswagen	Gol	4	10.53	2016	PTT-4281	53144380943	9BW1X8U59UH1ZC53E	False
carro	Volkswagen	Gol	4	13.98	2017	PVJ-7924	64835124440	9BWCOVCBH288EJ5UT	False
van	Fiat	Ducato	10	11.18	2017	PCJ-6800	37118382231	9BDC5VSB2CS9WN9RN	False
carro	Honda	Civic	4	11.77	2017	OPZ-6335	96546480989	93H6ZOVUFC6V83G2E	False
van	Fiat	Ducato	16	10.55	2017	ODD-2392	87148673832	9BDB2H4GB8Y00D778	False
van	Mercedes-Benz	Sprinter	17	12.24	2017	PNU-9931	58791260549	9BMDB58EUC03YDJSV	False
van	Mercedes-Benz	Sprinter	9	7.88	2017	PSC-3740	50319396781	9BMHJJ9QEM11119EE	False
van	Mercedes-Benz	Sprinter	11	11.29	2016	OES-1755	19861265115	9BMLRZN9JCNZNNAAI	False
carro	Honda	Civic	2	12.7	2015	OQH-1663	98371975622	93HG56W0JQVN1ZKXV	False
van	Fiat	Ducato	13	10.97	2014	PWY-5614	51125718867	9BD7RA5G7E9U6BTNE	False
carro	Toyota	Corolla	4	12.34	2015	PIC-4123	25696272153	9BRWK8MSCMF6CEZZU	True
carro	Ford	Ka+	4	6.16	2017	PCW-1496	82476256485	9BF6PJYS76V4CXGJY	False
van	Mercedes-Benz	Sprinter	13	9.24	2014	PAQ-9830	93404368455	9BM4YL3ICRP9SZU1M	False
carro	Chevrolet	Spin	4	11.58	2017	PTY-7215	59201044314	9BGT5XADTC24CT0EP	False
van	Mercedes-Benz	Sprinter	17	9.71	2017	OOM-3496	49633376808	9BMLK8IYTURHZGHEL	False
carro	Fiat	Uno	4	11.18	2016	PZG-6605	07293954870	9BD00IXG4SHMHQWCR	False
carro	Chevrolet	Spin	4	15.96	2016	PSH-5201	94819097937	9BGK5QSYAZPOD9MRW	True
carro	Renault	Sandero	2	7.78	2017	PFU-1424	55897741976	93Y97SWJIRG9OFF1P	False
van	Fiat	Ducato	10	13.24	2017	POY-7730	90771919841	9BDM67SVOXQ0MDJAK	True
ute	Fiat	Ducato	1800	14.7	2017	PYG-5059	66917295127	9BDUS7L6PTXJQWR3E	True
van	Fiat	Ducato	11	7.94	2017	PZY-6002	85368417757	9BDNLC9VZ8B711TPL	False
carro	Fiat	Uno	4	13.62	2017	OSB-1506	16673943172	9BD6T9REVA7ZY2JMT	False
van	Mercedes-Benz	Sprinter	13	13.77	2017	POU-5894	54583499555	9BM66OIMLSVVRA6S1	False
carro	Ford	Ka+	4	10.82	2016	POX-8354	31176060684	9BFESB5JF1E0XB8OM	False
carro	Toyota	Corolla	4	8.14	2017	OQJ-2757	55280634755	9BRCTKSH6YHNT5QNK	True
carro	Toyota	Corolla	4	7.22	2017	OUS-6918	31012566611	9BR8IT268GC9VQ2OQ	False
van	Mercedes-Benz	Sprinter	9	6.78	2015	PTD-5817	78743501679	9BM9FLY8OQL7MRSF4	False
carro	Volkswagen	Gol	2	12.64	2017	PHI-5232	98599188460	9BWAGSZYENQKWJ3UF	False
van	Mercedes-Benz	Sprinter	14	9.43	2017	PDF-2385	00074619311	9BMN3B2NJMJQPVDZZ	False
carro	Fiat	Uno	4	10.43	2015	PRL-2970	81132920698	9BD0CFO7SYXCB7P2V	False
carro	Renault	Logan	4	10.59	2017	OXV-7238	35355663422	93Y9J5ZZQCXGCHUYB	False
carro	Toyota	Corolla	4	9.77	2017	PQF-9103	26087730269	9BRYUWVM6EIHBXBHP	False
ute	Fiat	Ducato	1800	14.25	2016	PZP-8254	67814532291	9BDM1BOWC4QIIAMUP	False
carro	Ford	Ka+	4	10.56	2017	PWX-9249	71048192464	9BF6HETN4ILVDFG88	False
carro	Chevrolet	Spin	4	8.43	2015	PAG-2417	80710515494	9BG2TBQXM7HI4HPFT	False
ute	Fiat	Ducato	1800	13.8	2017	PWV-5229	38573112630	9BDZQVD5G6O0DUFN8	False
carro	Fiat	Uno	4	13.71	2016	PVO-9358	01183662042	9BDOYPRCHMEH5RLX9	False
ute	Fiat	Ducato	1800	11.31	2017	PIQ-1483	51604269496	9BD3GOTQBRHUPBV0Y	False
ute	Fiat	Ducato	1800	8.64	2015	PQY-0600	19028165679	9BD7KEFRVDP3O9ISQ	True
carro	Renault	Sandero	4	7.94	2017	PED-9887	66933660063	93YNKEZ68OZSDWIMO	True
carro	Chevrolet	Prisma	4	7.66	2017	OGQ-9320	48069412116	9BGJ16STMZY3D3HZ9	False
carro	Ford	Ka	4	14.93	2017	PEO-7837	06752655629	9BFLXWMO8KTALF53G	False
ute	Mercedes-Benz	Sprinter	1800	9.19	2015	PEH-0770	46972487534	9BMDFJA11BLOG8Y6J	False
carro	Volkswagen	Gol	4	12.32	2015	OAM-9523	09584319276	9BWUVS9VDXVQYNHY8	True
van	Fiat	Ducato	14	13.2	2017	PVS-3994	72111122952	9BDFL3QN7TQH1FC9O	False
van	Fiat	Ducato	9	8.49	2015	OLQ-6782	51977713781	9BD2DWOOIQCUTRHIN	False
van	Fiat	Ducato	17	9.46	2017	OWX-8606	55923045311	9BDDJIMY6ZZPF9065	False
ute	Fiat	Ducato	1800	6.18	2017	PFE-7116	60477390093	9BD1Q99Y1Z4TLMM5J	False
